species	life form	individuals	samples	samples within range	sampling probability within range	degree cells	mean pairwise distance	minimum span	northern limit	southern limit	eastern limit	western limit	minimum MAT	maximum MAT	minimum MAP	maximum MAP	raw frequency	mean abundance	median abundance	top quartile abundance	maximum abundance	abundance within range	abundance per day	IUCN status	mass (g)	mass N	mass source	female mass	female mass N	male mass	male mass N	diet 1	diet 2	diet source	home range	female range	male range	daily range	daily movement	population density	home range habitat
Tangara gyrola	bird	5	3	10	0.0000	2	24.98	25.44	10.4	-14.1	-60.9	-67.7	15.500	25.6	876.0	1700.0	0.004730	0.006460	0.004687	0.012982	0.021277	0.000000	0.006667	LC	21	1	species					frugivore		species							
Tangara icterocephala	bird	3	3	3	0.3333	2	0.98	0.81	10.4	10.3	-84.0	-84.8	18.500	26.000	2500.0	4260.0	0.001448	0.001520	0.001678	0.001883	0.002088	0.000625	0.000833	LC	22	1	species					frugivore	omnivore	genus							
Tangara inornata	bird	2	1			1			9.0	9.0	-79.6	-79.6	27.000	27.000	2000.0	2000.0	0.008929	0.008929	0.008929	0.008929	0.008929			LC	18	1	species					omnivore		species							
Tangara larvata	bird	1	1			1			13.7	13.7	-85.8	-85.8	24.400	24.400	2274.0	2274.0	0.003906	0.003906	0.003906	0.003906	0.003906			LC	20	1	species					frugivore		species							
Tangara mexicana	bird	3	2	2	0.0000	2	8.49	7.96	-9.9	-14.1	-60.9	-67.9	25.500	26.100	1450.0	1951.0	0.001529	0.001537	0.001941	0.001941	0.003125	0.000000	0.000181	LC	20.5	1	species					frugivore		species							
Tangara nigroviridis	bird	1	1			1			5.0	5.0	-75.4	-75.4	13.000	13.000	2500.0	2500.0	0.005181	0.005181	0.005181	0.005181	0.005181		0.003509	LC	17	1	species					frugivore	invertivore	species							
Tangara palmarum	bird	8	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.006051	0.006051	0.006051	0.006051	0.006051		0.001446									frugivore	omnivore	genus							
Tangara punctata	bird	2	1			1			-2.4	-2.4	-59.7	-59.7	26.700	26.700	2500.0	2500.0	0.003185	0.003185	0.003185	0.003185	0.003185		0.001488	LC	15	1	species					frugivore		species							
Tangara rufigenis	bird	6	2			1		0.07	10.4	10.4	-67.6	-67.7	15.500	25.6	876.0	1700.0	0.014388	0.016956	0.017395	0.017395	0.021277		0.033333	LC	16.5	1	species					frugivore	omnivore	genus							
Tangara sayaca	bird	9	2	1	0.0000	2	8.23	7.81	-15.4	-18.7	-48.5	-55.9	22.5	22.5	1550.0	1550.0	0.016791	0.011451	0.025734	0.025734	0.048780	0.000000	0.009278									frugivore	omnivore	genus							
Tangara vassorii	bird	34	3	5	0.0000	3	8.28	13.10	5.0	-7.4	-75.4	-79.0	13.000	15.45	895.0	2500.0	0.020238	0.015969	0.039519	0.043076	0.046632	0.011569	0.047157	LC	18	1	species					frugivore	invertivore	species							
Tapera naevia	bird	3	2	3	0.0000	2	14.83	14.77	10.4	9.3	-64.2	-79.1	26.35	26.35	436.0	436.0	0.000849	0.001555	0.002289	0.002289	0.003968	0.000000	0.003636	LC	48.4200371747069	2	species					carnivore	invertivore	species							
Taraba major	bird	22	11	75	0.1067	10	22.77	77.12	16.5	-23.8	-45.9	-89.1	22.500	26.25	1000.0	3035.0	0.004020	0.004739	0.005025	0.010966	0.028571	0.000503	0.001833	LC	59.2	1	species					invertivore		species							
Teleonema filicauda	bird	14	1	1	0.0000	1			-0.6	-0.6	-71.0	-71.0	24.000	24.000	3500.0	3500.0	0.016018	0.016018	0.016018	0.016018	0.016018	0.014874																			
Terenotriccus erythrurus	bird	135	22	58	0.3103	16	18.54	77.75	17.6	-14.1	-50.0	-89.1	24.000	27.000	1450.0	4260.0	0.010300	0.009569	0.010735	0.014399	0.030952	0.004252	0.008680	LC	7.4	1	species					invertivore		species							
Tersina viridis	bird	1	1			1			-21.8	-21.8	-46.6	-46.6	19.5	19.5	1500.0	1500.0	0.001957	0.001957	0.001957	0.001957	0.001957		0.002786	LC	29	1	species					invertivore		species							
Thalurania colombica	bird	48	9	16	0.3750	4	4.92	11.29	15.7	9.2	-79.1	-87.5	24.400	27.000	2274.0	4260.0	0.011722	0.006929	0.007143	0.011299	0.024072	0.007089	0.013803	LC	4.5	1	species					nectarivore		species							
Thalurania furcata	bird	163	20	71	0.2394	16	18.66	94.87	16.5	-21.8	-45.9	-89.1	19.5	26.700	1442.0	3500.0	0.013433	0.011175	0.014063	0.018895	0.073171	0.004470	0.009703	LC	4.19523539268061	2	species					nectarivore		species							
Thalurania glaucopis	bird	99	6	10	0.3000	4	7.95	17.38	-14.5	-23.7	-39.1	-52.2	18.000	24.000	1200.0	2000.0	0.026288	0.028042	0.032950	0.050461	0.096552	0.015426	0.072836	LC	4.8	1	species					nectarivore		species							
Thamnistes anabatinus	bird	3	2	8	0.0000	2	6.33	7.48	13.7	9.2	-79.7	-85.8	24.400	27.000	2274.0	2600.0	0.003610	0.003404	0.003624	0.003624	0.004866	0.000000		LC	20.7	1	species					invertivore		species							
Thamnomanes ardesiacus	bird	85	7	12	0.2500	6	11.89	34.28	7.8	-2.6	-52.6	-76.2	24.000	26.700	1631.0	3500.0	0.016759	0.013766	0.016667	0.023136	0.039809	0.012477	0.025210	LC	17.7	1	species					invertivore		species							
Thamnomanes caesius	bird	197	13	24	0.4167	10	14.61	54.06	7.8	-14.5	-39.1	-76.2	24.000	26.700	1631.0	3500.0	0.023706	0.022621	0.022293	0.033708	0.042424	0.016876	0.023566	LC	15.7	1	species					invertivore		species							
Thamnomanes saturninus	bird	2	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.003125	0.003125	0.003125	0.003125	0.003125			LC	20.4	1	species					invertivore		genus							
Thamnomanes schistogynus	bird	21	3	1	0.0000	2	1.00	0.57	-9.8	-10.0	-67.6	-67.9	26.000	26.100	1875.0	1951.0	0.013981	0.020898	0.025641	0.027526	0.029412	0.011346	0.003690	LC	17.2	1	species					invertivore		genus							
Thamnophilus aethiops	bird	36	10	13	0.4615	7	10.78	39.23	-0.6	-14.1	-54.9	-74.7	24.000	26.350	1450.0	3500.0	0.007415	0.008317	0.007893	0.013536	0.029412	0.004385	0.007334	LC	25.7	1	species					invertivore		species							
Thamnophilus amazonicus	bird	5	2			2	21.02	21.86	7.8	-14.1	-60.9	-61.1	25.500	26.000	1450.0	1631.0	0.001622	0.001599	0.003330	0.003330	0.006250			LC	18.6868938028769	2	species					invertivore		genus							
Thamnophilus atrinucha	bird	1	1			1			9.3	9.3	-79.1	-79.1					0.003968	0.003968	0.003968	0.003968	0.003968		0.030303	LC	23.6	1	species					invertivore		species							
Thamnophilus caerulescens	bird	42	5	10	0.2000	4	7.49	17.17	-14.5	-23.7	-39.1	-52.2	18.000	24.000	1200.0	2000.0	0.011351	0.007941	0.006711	0.010435	0.033268	0.006897	0.024565	LC	21.1	1	species					invertivore		species							
Thamnophilus doliatus	bird	95	17	67	0.2090	11	22.15	71.21	16.5	-20.8	-51.7	-90.8	18.500	27.300	430.0	3035.0	0.010313	0.009639	0.008929	0.020408	0.046512	0.002930	0.010276	LC	27.0366418033009	2	species					invertivore		species							
Thamnophilus murinus	bird	28	7	11	0.2727	6	10.69	38.34	7.8	-9.9	-52.6	-71.0	24.000	26.700	1631.0	3500.0	0.004602	0.004412	0.004831	0.005879	0.011811	0.002722	0.001424	LC	19.3	1	species					invertivore		species							
Thamnophilus pelzelni	bird	377	8	13	0.3077	7	11.06	33.18	-6.7	-22.9	-35.1	-56.8	21.000	25.000	1200.0	2000.0	0.107194	0.030835	0.029161	0.073358	0.181449	0.071060	0.017297	LC	20.9	1	species					invertivore		species							
Thamnophilus punctatus	bird	78	8	38	0.0789	5	22.60	51.98	9.2	-20.8	-48.2	-79.7	20.5	27.000	1300.0	2750.0	0.017165	0.016572	0.013334	0.016264	0.182540	0.004097	0.024671	LC	19.4	1	species					invertivore		species							
Thamnophilus schistaceus	bird	34	6	13	0.2308	4	15.23	32.89	-0.6	-14.1	-54.9	-76.2	25.000	26.100	1450.0	3100.0	0.007321	0.004991	0.006268	0.010371	0.016746	0.004456	0.003042	LC	20.3	1	species					invertivore		species							
Thamnophilus torquatus	bird	3	1			1			-15.6	-15.6	-47.6	-47.6	20.7	20.7	1552.0	1552.0	0.003797	0.003797	0.003797	0.003797	0.003797			LC	21.1	1	species					invertivore		species							
Thamnophilus unicolor	bird	2	1			1			4.7	4.7	-75.6	-75.6	16.800	16.800	2630.0	2630.0	0.033333	0.033333	0.033333	0.033333	0.033333		0.025000	LC	24.2	1	species					invertivore		species							
Thlipopsis sordida	bird	8	1			1			-14.7	-14.7	-66.8	-66.8					0.062992	0.062992	0.062992	0.062992	0.062992		0.173913									frugivore		species							
Thlypopis ornata	bird	2	1			1			-4.3	-4.3	-79.0	-79.0					0.002210	0.002210	0.002210	0.002210	0.002210		0.008333																		
Thlypopsis ornata	bird	8	1			1			-7.4	-7.4	-78.8	-78.8	15.45	15.45	895.0	895.0	0.013746	0.013746	0.013746	0.013746	0.013746		0.040816	LC	12	1	species					invertivore		genus							
Thlypopsis sordida	bird	3	1			1			-27.2	-27.2	-65.6	-65.6	18.800	18.800	1700.0	1700.0	0.002119	0.002119	0.002119	0.002119	0.002119		0.005000	LC	17	1	species					invertivore		species							
Thraupis abbas	bird	5	2			2	2.22	1.35	17.2	15.8	-88.5	-88.7	25.75	26.600	2500.0	3500.0	0.001228	0.002094	0.002623	0.002623	0.004202			LC	45	1	species					invertivore	frugivore	species							
Thraupis bonariensis	bird	6	1			1			-7.4	-7.4	-78.8	-78.8	15.45	15.45	895.0	895.0	0.010309	0.010309	0.010309	0.010309	0.010309		0.030612	LC	36	1	species					frugivore	invertivore	species							
Thraupis cyanocephala	bird	11	3	8	0.1250	3	12.71	19.31	10.4	-4.3	-67.7	-79.0	13.000	15.500	1700.0	2500.0	0.007493	0.008863	0.008108	0.011826	0.015544	0.002589	0.016296	LC	36	1	species					frugivore	invertivore	species							
Thraupis cyanoptera	bird	1	1			1			-23.2	-23.2	-44.2	-44.2	23.000	23.000	1700.0	1700.0	0.003448	0.003448	0.003448	0.003448	0.003448		0.003236	NT	43.3	1	species					invertivore	frugivore	species							
Thraupis episcopus	bird	115	12	47	0.1915	10	15.69	58.17	17.2	-14.7	-66.8	-90.8	15.500	27.000	750.0	3500.0	0.016305	0.018457	0.017956	0.031371	0.100840	0.004572	0.047377	LC	35	1	species					frugivore		species							
Thraupis glaucocolpa	bird	122	5	3	0.6667	4	2.30	3.89	10.7	10.2	-63.7	-67.5	15.500	27.300	430.0	1700.0	0.023861	0.016769	0.014630	0.018182	0.049062	0.013952	0.090237	LC	31.6	1	species					frugivore		species							
Thraupis palmarum	bird	10	7	35	0.0857	6	21.49	54.76	9.3	-19.6	-45.9	-79.6	22.500	27.000	1000.0	3500.0	0.003577	0.004949	0.005348	0.007324	0.023256	0.000333	0.019108	LC	39	1	species					frugivore		species							
Thraupis sayaca	bird	56	7	14	0.2143	6	10.58	33.94	-14.1	-27.2	-45.9	-65.6	18.800	25.500	1000.0	1700.0	0.010566	0.007325	0.007665	0.015034	0.042781	0.001570	0.026738	LC	32.4961536185438	2	species					frugivore	invertivore	species							
Threnetes leucurus	bird	12	5	10	0.1000	5	10.90	31.20	-0.6	-9.8	-54.9	-74.7	24.000	26.000	1875.0	3500.0	0.004564	0.005881	0.008333	0.009804	0.031447	0.001652	0.004950	LC								nectarivore		species							
Threnetes niger	bird	4	2			2	24.00	23.57	-0.6	-0.9	-52.6	-76.2	25.000	26.000	2115.0	3100.0	0.005540	0.004798	0.005503	0.005503	0.008197		0.008333	LC	5.6	1	species					nectarivore		genus							
Threnetes ruckeri	bird	50	10	18	0.3889	5	5.09	12.38	16.5	9.2	-79.7	-89.1	24.400	27.000	2274.0	4260.0	0.011660	0.009626	0.009628	0.011636	0.032000	0.004130	0.008984	LC	5.2	1	species					nectarivore		species							
Thripadectes holostictus	bird	1	1			1			4.7	4.7	-75.6	-75.6	16.800	16.800	2630.0	2630.0	0.016667	0.016667	0.016667	0.016667	0.016667		0.012500	LC	40.7	1	species					invertivore		species							
Thripadectes rufobrunneus	bird	4	3	3	0.3333	2	3.12	3.08	10.3	9.6	-81.7	-84.8	13.250	18.500	2500.0	2550.0	0.006339	0.008983	0.013889	0.019444	0.025000	0.003170		LC	56.2	1	species					invertivore		genus							
Thryophilus rufalbus	bird	5	2			1		0.00	10.5	10.5	-66.9	-66.9	23	23	750.0	750.0	0.021645	0.021455	0.021482	0.021482	0.022556		0.031250									invertivore		species							
Thryothorus coraya	bird	24	3	2	0.0000	3	13.60	25.03	7.8	-0.9	-52.6	-71.0	24.000	26.000	1631.0	3500.0	0.006534	0.008638	0.008009	0.018050	0.028090	0.003618	0.034722	LC	17.2	1	species					invertivore		species							
Thryothorus genibarbi	bird	7	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.010937	0.010938	0.010937	0.010937	0.010937											invertivore		genus							
Thryothorus guarayanus	bird	2	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.003125	0.003125	0.003125	0.003125	0.003125			LC	13.5	1	species					invertivore		species							
Thryothorus leucotis	bird	1	1			1			-0.9	-0.9	-52.6	-52.6	26.000	26.000	2115.0	2115.0	0.002809	0.002809	0.002809	0.002809	0.002809		0.003472	LC	21	1	species					invertivore		species							
Thryothorus maculipectus	bird	66	11	18	0.3889	7	3.93	14.73	18.5	13.7	-85.8	-95.1	24.400	28.4	1050.0	3500.0	0.009801	0.015536	0.022857	0.049139	0.146789	0.007962	0.038889	LC	16.2	1	species					invertivore		species							
Thryothorus modestus	bird	35	5	8	0.1250	2	7.70	9.30	15.3	10.3	-84.8	-92.7	18.500	26.85	1993.0	2500.0	0.014056	0.011044	0.010438	0.011834	0.033557	0.007615	0.035354	LC	17.4178069802142	2	species					invertivore		species							
Thryothorus nigricapillus	bird	6	2			1		0	10.4	10.4	-84.0	-84.0	26.000	26.000	4260.0	4260.0	0.003672	0.002806	0.003292	0.003292	0.005015		0.002500	LC	23.9	1	species					invertivore		species							
Thryothorus pleurostictus	bird	2	2	2	0.0000	2	6.16	6.88	15.3	13.7	-85.8	-92.7	24.400	26.85	1993.0	2274.0	0.001800	0.001886	0.001976	0.001976	0.002564	0.000000	0.006667	LC	17.7	1	species					invertivore		species							
Thryothorus rufalbus	bird	77	6	19	0.1579	3	8.35	14.55	15.3	9.0	-79.6	-92.7	18.500	27.000	1993.0	2500.0	0.028371	0.019446	0.020185	0.037549	0.053691	0.010038	0.040404	LC	24.8193472919817	2	species					invertivore		species							
Thryothorus rutilus	bird	7	3	8	0.1250	2	5.03	5.28	10.3	9.0	-79.6	-84.8	18.500	27.000	2000.0	2500.0	0.008838	0.011652	0.017857	0.032184	0.046512	0.002822		LC	16.5	1	species					invertivore		genus							
Thryothorus thoracicus	bird	3	1			1			10.4	10.4	-84.0	-84.0	26.000	26.000	4260.0	4260.0	0.003009	0.003009	0.003009	0.003009	0.003009		0.002500	LC	17.6	1	species					invertivore		genus							
Tiaris bicolor	bird	358	4	3	0.3333	3	1.97	3.20	10.7	10.4	-63.7	-66.9	23	27.300	430.0	750.0	0.073091	0.052720	0.043942	0.091884	0.133478	0.048690	0.288710	LC	9.8	1	species					granivore	invertivore	species							
Tiaris fuliginosus	bird	4	2			1		0.07	10.4	10.4	-67.6	-67.7	15.500	25.6	876.0	1700.0	0.009592	0.013134	0.014692	0.014692	0.021277		0.020000	LC	13.3	1	species					granivore	invertivore	genus							
Tiaris obscurus	bird	19	1			1			-4.3	-4.3	-79.0	-79.0					0.020994	0.020994	0.020994	0.020994	0.020994		0.079167	LC	11.2	1	species					granivore	invertivore	genus							
Tiaris olivaceus	bird	114	8	9	0.4444	4	5.59	10.90	20.4	10.3	-84.8	-87.5	18.500	26.700	1505.0	2884.0	0.021974	0.014384	0.018174	0.035829	0.071795	0.018924	0.226852	LC								granivore		species							
Tigrisoma lineatum	bird	1	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.000756	0.000756	0.000756	0.000756	0.000756		0.000181	LC	813	1	species					piscivore		species							
Tityra cayana	bird	1	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.001563	0.001563	0.001563	0.001563	0.001563			LC	68.1	1	species					frugivore	invertivore	species							
Tityra semifasciata	bird	6	2	13	0.0000	2	9.10	10.82	15.8	9.2	-79.7	-88.5	26.600	27.000	2750.0	3500.0	0.001414	0.001786	0.001875	0.001875	0.002445	0.000000	0.006250	LC	79.3	1	species					invertivore	frugivore	species							
Todirostrum cinereum	bird	36	6	73	0.0411	6	21.00	59.32	16.5	-21.8	-46.6	-90.8	19.5	26.600	1500.0	3500.0	0.006640	0.009412	0.012880	0.023408	0.031746	0.001000	0.061224	LC	6.29301316638631	3	species					invertivore		species							
Todirostrum maculatum	bird	1	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.000756	0.000756	0.000756	0.000756	0.000756		0.000181	LC	7.3	1	species					invertivore		genus							
Todirostrum plumbeiceps	bird	3	2	1	0.0000	2	9.42	11.60	-22.9	-24.8	-52.2	-64.7	20.000	21.000	739.0	1200.0	0.001619	0.003010	0.008102	0.008102	0.015625	0.000000	0.045455		5.7	1	species					invertivore		species							
Todirostrum sylvia	bird	3	2	3	0.0000	2	11.88	11.95	10.2	9.0	-67.5	-79.6	15.500	27.000	1700.0	2000.0	0.007712	0.007356	0.007495	0.007495	0.008929	0.000000	0.010417									invertivore		genus							
Tolmomyias assimilis	bird	5	5	34	0.0588	4	24.00	49.51	10.3	-14.1	-52.6	-84.8	18.500	27.000	1450.0	2750.0	0.002068	0.002124	0.002398	0.002445	0.002809	0.000146	0.004934	LC	17	1	species					invertivore		species							
Tolmomyias flaviventris	bird	62	6	18	0.1667	4	21.27	46.69	10.4	-17.0	-35.1	-64.2	22.500	26.35	436.0	1875.0	0.013830	0.008729	0.011566	0.014941	0.019868	0.000631	0.041785	LC	12.2	1	species					invertivore		species							
Tolmomyias poliocephalus	bird	2	2	6	0.0000	2	24.97	23.39	-0.9	-23.6	-46.6	-52.6	18.000	26.000	1400.0	2115.0	0.002101	0.002171	0.002243	0.002243	0.002809	0.000000	0.004673	LC	10.8	1	species					invertivore		species							
Tolmomyias sulphurescens	bird	83	18	85	0.1529	13	29.33	95.06	18.5	-27.2	-45.9	-92.7	18.000	26.85	1400.0	3500.0	0.006998	0.008658	0.005599	0.013598	0.083916	0.001512	0.019206	LC	14.3	1	species					invertivore		species							
Trichothraupis melanops	bird	143	6	5	0.6000	4	4.60	8.74	-22.5	-23.7	-43.0	-52.2	18.000	23.000	1200.0	1700.0	0.038690	0.028332	0.065209	0.103598	0.129630	0.029085	0.115568	LC	24.3	1	species					invertivore	frugivore	species							
Tringa solitaria	bird	6	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.004539	0.004539	0.004539	0.004539	0.004539		0.001085	LC	48.4	1	species					invertivore		species							
Troglodytes aedon	bird	404	22	93	0.2043	18	27.47	113.84	20.1	-35.4	-46.6	-98.4	11.7	27.300	430.0	3500.0	0.025128	0.012362	0.017812	0.034801	0.121918	0.008954	0.068034	LC	10.7891468885426	4	species					invertivore		species							
Troglodytes beani	bird	75	1			1			20.4	20.4	-86.9	-86.9	25.500	25.500	1505.0	1505.0	0.029952	0.029952	0.029952	0.029952	0.029952		0.347222									invertivore		genus							
Troglodytes musculus	bird	21	4	12	0.0833	4	17.99	37.43	-6.8	-17.0	-35.1	-67.9	20.7	26.100	1442.0	1951.0	0.007214	0.005995	0.006543	0.008295	0.009834	0.004039	0.002460									invertivore		species							
Troglodytes ochraceus	bird	2	2	3	0.0000	2	3.12	3.08	10.3	9.6	-81.7	-84.8	13.250	18.500	2500.0	2550.0	0.003578	0.005108	0.007294	0.007294	0.012500	0.000000		LC	9.4	1	species					invertivore		genus							
Troglodytes rufociliatus	bird	1	1			1			15.3	15.3	-90.2	-90.2					0.012821	0.012821	0.012821	0.012821	0.012821			LC	10	1	species					invertivore		genus							
Troglodytes solstitialis	bird	7	2	12	0.0000	2	27.78	24.68	-4.3	-24.8	-64.7	-79.0	20.000	20.000	739.0	739.0	0.006776	0.009291	0.010575	0.010575	0.015625	0.000341	0.024648	LC	11.4	1	species					invertivore		species							
Trogon collaris	bird	1	1			1			10.4	10.4	-67.7	-67.7	15.500	15.500	1700.0	1700.0	0.002703	0.002703	0.002703	0.002703	0.002703		0.006667	LC	64.2	1	species					frugivore	invertivore	species							
Trogon curucui	bird	3	3	11	0.0909	2	22.61	24.75	-6.7	-19.6	-35.2	-56.9			1000.0	1000.0	0.005848	0.005871	0.005714	0.006168	0.006623	0.000325	0.005474	LC	54	1	species					frugivore	invertivore	genus							
Trogon melanocephalus	bird	6	3	8	0.1250	2	3.56	4.33	18.5	15.8	-88.5	-92.1	26.000	26.600	2168.0	3500.0	0.001469	0.004648	0.009174	0.011580	0.013986	0.001092	0.013636	LC	85.1	1	species					invertivore	frugivore	species							
Trogon melanurus	bird	1	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.001563	0.001563	0.001563	0.001563	0.001563			LC	114	1	species					frugivore		species							
Trogon personatus	bird	8	4	5	0.0000	3	7.05	11.70	5.0	-4.3	-73.7	-79.0	13.000	13.6	1861.0	2500.0	0.006020	0.007947	0.008940	0.013035	0.015544	0.001297	0.008642	LC	63.4	1	species					frugivore	invertivore	species							
Trogon rufus	bird	18	11	61	0.1475	9	25.02	82.30	13.7	-23.7	-46.9	-85.8	19.3	27.000	1200.0	4260.0	0.001866	0.002163	0.002319	0.002903	0.006289	0.000578	0.001588	LC	53.8	1	species					frugivore		species							
Trogon surrucura	bird	3	1			1			-22.9	-22.9	-52.2	-52.2	21.000	21.000	1200.0	1200.0	0.001739	0.001739	0.001739	0.001739	0.001739			LC	73.3	1	species					omnivore		species							
Trogon violaceus	bird	4	2	35	0.0000	2	32.94	35.05	13.7	-3.4	-54.9	-85.8	24.400	25.05	1920.0	2274.0	0.002402	0.002413	0.004048	0.004048	0.007299	0.000000	0.000651	LC	46.5080638169339	2	species					invertivore	frugivore	species							
Trogon viridis	bird	4	3	28	0.0000	3	26.64	41.95	-2.4	-23.2	-44.2	-74.9	23.000	26.700	1700.0	2500.0	0.003933	0.004805	0.003448	0.011825	0.020202	0.000088	0.002204	LC	89.7	1	species					frugivore		species							
Turdus albicollis	bird	271	20	46	0.3478	14	18.80	77.26	10.4	-23.7	-43.0	-76.2	15.500	26.700	876.0	3500.0	0.024401	0.013998	0.017382	0.038185	0.174216	0.010185	0.028992	LC	54	1	species					invertivore	frugivore	species							
Turdus amaurochalinus	bird	117	15	21	0.5714	13	10.32	48.40	-9.9	-23.8	-39.1	-67.9	18.000	26.100	1000.0	2000.0	0.014747	0.010790	0.008861	0.013919	0.111111	0.012143	0.003913	LC	57.9	1	species					invertivore	frugivore	species							
Turdus amourochalymus	bird	2	1			1			-14.7	-14.7	-66.8	-66.8					0.015748	0.015748	0.015748	0.015748	0.015748		0.043478									omnivore		species							
Turdus assimilis	bird	22	5	12	0.0833	3	5.64	10.80	15.8	10.3	-84.8	-92.7	18.500	26.85	1993.0	3500.0	0.003927	0.004969	0.010067	0.013333	0.041420	0.002311	0.145833	LC	70.2	1	species					omnivore		species							
Turdus chiguanco	bird	4	2	2	0.0000	2	10.53	8.75	-7.4	-14.1	-73.0	-78.8	11.7	15.45	677.0	895.0	0.005525	0.006025	0.011422	0.011422	0.021127	0.000000	0.005102	LC	93.3	1	species					invertivore	frugivore	species							
Turdus falklandii	bird	50	2	1	0.0000	2	2.00	2.47	-33.4	-35.4	-70.5	-72.3	13.35	14.800	434.0	481.0	0.020627	0.032543	0.039604	0.039604	0.062176	0.016584	0.022026									invertivore	frugivore	genus							
Turdus flavipes	bird	66	3	27	0.0000	2	41.68	40.65	10.4	-23.2	-44.2	-67.7	15.500	23.000	1700.0	1700.0	0.069694	0.012761	0.003484	0.112087	0.220690	0.000000	0.094421	LC								invertivore	frugivore	species							
Turdus fumigatus	bird	4	1			1			7.8	7.8	-61.1	-61.1	26.000	26.000	1631.0	1631.0	0.001637	0.001637	0.001637	0.001637	0.001637			LC	75.7073312169964	2	species					frugivore	invertivore	species							
Turdus fuscater	bird	24	5	6	0.0000	4	8.10	14.82	5.0	-7.4	-73.7	-79.0	13.000	15.45	895.0	2500.0	0.012559	0.014576	0.015544	0.021053	0.088235	0.007533	0.011928	LC	143	1	species					invertivore	frugivore	species							
Turdus grayi	bird	706	20	32	0.5000	10	4.98	23.08	18.5	9.0	-79.1	-92.7	18.500	27.000	1500.0	3500.0	0.074222	0.031333	0.034894	0.071581	0.140940	0.051143	0.041780	LC	79.5	1	species					invertivore	frugivore	species							
Turdus hauxwelli	bird	16	2	2	0.0000	2	5.37	4.84	-9.9	-14.7	-66.8	-67.9	26.100	26.100	1951.0	1951.0	0.011042	0.012914	0.013169	0.013169	0.015748	0.009286	0.002869	LC	69	1	species					omnivore		species							
Turdus ignobilis	bird	111	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.083964	0.083964	0.083964	0.083964	0.083964		0.020069	LC	61	1	species					invertivore	frugivore	genus							
Turdus lawrencii	bird	13	1	1	0.0000	1			-0.6	-0.6	-71.0	-71.0	24.000	24.000	3500.0	3500.0	0.014874	0.014874	0.014874	0.014874	0.014874	0.013730		LC	72.6	1	species					omnivore		species							
Turdus leucomelas	bird	200	19	35	0.4286	16	14.93	79.68	10.4	-23.8	-35.0	-67.5	15.500	26.35	436.0	2000.0	0.020572	0.021091	0.031746	0.051345	0.234899	0.012095	0.029612	LC	69.1	1	species					frugivore	invertivore	species							
Turdus leucops	bird	3	2	3	0.0000	2	19.30	20.12	10.4	-8.5	-67.7	-74.7	15.500	25.700	1700.0	2400.0	0.005671	0.005831	0.005847	0.005847	0.006289	0.000000	0.009615	LC								invertivore	frugivore	genus							
Turdus maculirostris	bird	6	1			1			-4.3	-4.3	-79.0	-79.0					0.006630	0.006630	0.006630	0.006630	0.006630		0.025000	LC	69.6	1	species					invertivore	frugivore	genus							
Turdus migratorius	bird	6	1			1			20.1	20.1	-98.4	-98.4	16.85	16.85	1107.0	1107.0	0.017442	0.017442	0.017442	0.017442	0.017442		0.023438	LC	78.5	1	species					frugivore		species							
Turdus nigriceps	bird	200	4	12	0.0000	3	20.23	27.29	-4.3	-27.2	-64.7	-79.0	18.800	20.000	739.0	1700.0	0.048251	0.038257	0.050855	0.058844	0.062853	0.001703	0.134771	LC	52.7	1	species					omnivore		species							
Turdus nudigenis	bird	91	5			3	1.97	3.37	10.5	10.2	-64.2	-67.5	15.500	26.35	436.0	1700.0	0.023791	0.035562	0.067669	0.121212	0.371622		0.079545	LC	63.9	1	species					frugivore	invertivore	species							
